iter	Logloss
0	0.5710835319
1	0.4897616051
2	0.4230025824
3	0.3703877732
4	0.3336804936
5	0.3075051985
6	0.2871892048
7	0.2680477695
8	0.2538022166
9	0.2436541485
10	0.2336651769
11	0.2233907923
12	0.2146546726
13	0.2072773322
14	0.2018417411
15	0.1967112101
16	0.1924102099
17	0.1892983009
18	0.187061415
19	0.1839097227
20	0.1813666087
21	0.1786253673
22	0.1764112696
23	0.1737024084
24	0.1718559449
25	0.1700769069
26	0.1675922657
27	0.1661074776
28	0.1645143575
29	0.162554566
30	0.1612375825
31	0.1598800738
32	0.1584580915
33	0.1574675303
34	0.1562831852
35	0.1549933203
36	0.1537158282
37	0.1524626344
38	0.1513619153
39	0.1503188982
40	0.1493742292
41	0.14833082
42	0.1474776853
43	0.1467935286
44	0.1461485291
45	0.1456100516
46	0.1444784467
47	0.1435518778
48	0.1427421149
49	0.1419549587
50	0.1410834687
51	0.1406941171
52	0.1397789159
53	0.1389303589
54	0.1385003241
55	0.1379265174
56	0.1373197095
57	0.1369484132
58	0.1364765509
59	0.1361749952
60	0.1356985132
61	0.1353148178
62	0.1347768639
63	0.1341577754
64	0.1337257622
65	0.1331432316
66	0.132857053
67	0.1324588776
68	0.1319004243
69	0.131498371
70	0.1308976404
71	0.1305525497
72	0.1301254667
73	0.1295293637
74	0.1289423081
75	0.1285438301
76	0.128087758
77	0.1278349383
78	0.1273655411
79	0.127065556
80	0.1268168903
81	0.1264378252
82	0.1260604964
83	0.1258400332
84	0.1255193776
85	0.1252082456
86	0.1249171448
87	0.124629535
88	0.1244819352
89	0.1241005917
90	0.1237781551
91	0.1236798148
92	0.1233728764
93	0.1230403321
94	0.1227153541
95	0.1225120097
96	0.1222969213
97	0.121871601
98	0.1213348994
99	0.1210178665
100	0.1206426239
101	0.1203869734
102	0.1201430906
103	0.1199738443
104	0.1195006772
105	0.1192100209
106	0.1190220511
107	0.1186645403
108	0.1180779977
109	0.1178707886
110	0.1176304311
111	0.1175451634
112	0.1169482553
113	0.1167500226
114	0.1165761066
115	0.1161503417
116	0.1157703347
117	0.1155594398
118	0.1152072722
119	0.1149825208
120	0.1147762456
121	0.1144635799
122	0.1142901638
123	0.1140950012
124	0.1139466726
125	0.1138810493
126	0.1136517308
127	0.1134863807
128	0.1132315221
129	0.112901756
130	0.1127496338
131	0.1123113172
132	0.1120708939
133	0.1118518119
134	0.1117335879
135	0.1115268549
136	0.1113272516
137	0.1111046942
138	0.1109429037
139	0.1108018678
140	0.110645844
141	0.1104050446
142	0.1102491392
143	0.1100144643
144	0.1098927386
145	0.1095145206
146	0.1093639532
147	0.1092514696
148	0.1091082685
149	0.1089265652
150	0.1086650796
151	0.1084429669
152	0.1082651651
153	0.1080973027
154	0.1079394715
155	0.1078154991
156	0.1076877804
157	0.1074480912
158	0.1072984156
159	0.1071742564
160	0.1070222289
161	0.1068291105
162	0.1066746153
163	0.1063963581
164	0.1061269273
165	0.1059712509
166	0.1058553209
167	0.1056150976
168	0.1054583135
169	0.1052580156
170	0.105013825
171	0.1049109913
172	0.1046832328
173	0.1044162513
174	0.1042754469
175	0.1039708578
176	0.1037515285
177	0.1035811483
178	0.1034013288
179	0.1032516137
180	0.1030992337
181	0.1029581978
182	0.102848687
183	0.1026483207
184	0.1024418561
185	0.102231911
186	0.1020764423
187	0.1019916035
188	0.1018011159
189	0.1015537394
190	0.1013885051
191	0.1012879155
192	0.1011714988
193	0.1009983563
194	0.100830407
195	0.100677969
196	0.1005116167
197	0.1003576108
198	0.1002633062
199	0.100085465
200	0.09993164062
201	0.09979111244
202	0.09964057133
203	0.09942688778
204	0.0992624296
205	0.0991212516
206	0.09894625697
207	0.0988494952
208	0.09871071914
209	0.0985588863
210	0.09846022507
211	0.09833861515
212	0.09819511414
213	0.09809767098
214	0.09796432758
215	0.09786773419
216	0.09778566295
217	0.09765225904
218	0.09751407755
219	0.09740404589
220	0.09732367154
221	0.09720516336
222	0.09704701391
223	0.09698730206
224	0.09685851788
225	0.09672400639
226	0.09657986608
227	0.09644699097
228	0.09634442033
229	0.0962458775
230	0.09605162522
231	0.09593272768
232	0.09578126315
233	0.09571912042
234	0.09560873097
235	0.09550415828
236	0.0953880731
237	0.0952563345
238	0.095139881
239	0.09509479391
240	0.09498186572
241	0.09479636094
242	0.09465804528
243	0.09459481601
244	0.09446302217
245	0.094343951
246	0.09421304111
247	0.09409516959
248	0.09401020708
249	0.09393260561
250	0.09387211241
251	0.09376544032
252	0.0935657054
253	0.09343122811
254	0.09338500977
255	0.09330252286
256	0.09319495629
257	0.09304730909
258	0.09296377248
259	0.09287833115
260	0.09265143822
261	0.09255417659
262	0.09246724096
263	0.09235356298
264	0.09226815059
265	0.09210565238
266	0.09204101036
267	0.09197628942
268	0.09190980319
269	0.0918525801
270	0.09173302486
271	0.0916631133
272	0.09152101846
273	0.09142641002
274	0.09134789697
275	0.09123018988
276	0.09119736902
277	0.09111345883
278	0.09104044816
279	0.09095059888
280	0.09090047113
281	0.09083979376
282	0.09076488495
283	0.09069477213
284	0.09052857498
285	0.09044854
286	0.09039483169
287	0.09030221479
288	0.09016907659
289	0.09006250842
290	0.08992350611
291	0.08980976236
292	0.08970326128
293	0.08960985513
294	0.08952581603
295	0.08948746648
296	0.08937380561
297	0.08926252036
298	0.08919027657
299	0.08908708112
300	0.0889982434
301	0.08885687072
302	0.08879550013
303	0.08871729621
304	0.08862066598
305	0.0885598597
306	0.08849091102
307	0.08835861206
308	0.08825487334
309	0.08822350338
310	0.08812471061
311	0.08806977634
312	0.08800923052
313	0.08792338404
314	0.08787078068
315	0.0878509903
316	0.08774717528
317	0.08769659503
318	0.08759790881
319	0.08753550168
320	0.08749965536
321	0.0874291124
322	0.08734393547
323	0.08726377948
324	0.0872159458
325	0.08716280312
326	0.0870710465
327	0.08702733139
328	0.08696154101
329	0.08688396322
330	0.08676650869
331	0.08673424688
332	0.0866396095
333	0.0865660332
334	0.08651902034
335	0.0864416083
336	0.08636662582
337	0.08631115617
338	0.08625720583
339	0.08611456641
340	0.08603615991
341	0.08593052305
342	0.08584891878
343	0.08577218286
344	0.08570589789
345	0.08567907005
346	0.08565378386
347	0.08561338359
348	0.0855746802
349	0.08543604884
350	0.08537374036
351	0.08526552003
352	0.08521584609
353	0.08517286498
354	0.08507705425
355	0.08496928379
356	0.08486736692
357	0.08483048932
358	0.08471483691
359	0.0846762177
360	0.08464796001
361	0.08459623929
362	0.08456033378
363	0.08449240849
364	0.08442269424
365	0.08437747955
366	0.08431607477
367	0.08429869159
368	0.08423475726
369	0.08413049106
370	0.08409926447
371	0.08396006222
372	0.08381985895
373	0.08375113915
374	0.08365466282
375	0.08358172581
376	0.08350364948
377	0.08342870252
378	0.08338620416
379	0.0832928993
380	0.08323071973
381	0.08320296584
382	0.08314571249
383	0.08311785862
384	0.08307134168
385	0.08304703153
386	0.08294746399
387	0.08289111302
388	0.08279344756
389	0.08274182944
390	0.08264868901
391	0.08258734341
392	0.08250255059
393	0.08244597336
394	0.08235869572
395	0.08233128909
396	0.08221035661
397	0.08213598186
398	0.08204315975
399	0.0820183458
400	0.08195370115
401	0.08187066045
402	0.08178952316
403	0.08173558728
404	0.08160009318
405	0.08151401783
406	0.08146500423
407	0.08138871029
408	0.08134940049
409	0.08130691528
410	0.0812222119
411	0.08113743091
412	0.08108299124
413	0.08103355276
414	0.08091029069
415	0.08087456013
416	0.08076487706
417	0.08070630304
418	0.08067988034
419	0.0806341579
420	0.08056362284
421	0.08051009869
422	0.08045987886
423	0.08039078416
424	0.0803714647
425	0.08032143955
426	0.08025353399
427	0.08021144998
428	0.08013135581
429	0.08006248737
430	0.08002734349
431	0.07997509792
432	0.07994784125
433	0.07990782113
434	0.07984768308
435	0.07982583145
436	0.07976109077
437	0.07974733418
438	0.07966230327
439	0.07964793238
440	0.0796434534
441	0.07956826046
442	0.07952386264
443	0.07946232763
444	0.07936707727
445	0.07928045339
446	0.0792790893
447	0.07920355961
448	0.07915938673
449	0.07907569754
450	0.07905296326
451	0.07896920434
452	0.07888319213
453	0.07876334749
454	0.07871046395
455	0.07862957001
456	0.07858561943
457	0.07853014716
458	0.07841498539
459	0.07836768052
460	0.07830471433
461	0.07824769776
462	0.07820969812
463	0.07810940447
464	0.07808383942
465	0.07803127552
466	0.07796118638
467	0.07791988636
468	0.07788084885
469	0.07780504819
470	0.07776181714
471	0.07770551353
472	0.07767576152
473	0.07760445957
474	0.07756189281
475	0.07752049676
476	0.07746058892
477	0.07742277869
478	0.07739836594
479	0.07736534776
480	0.07731937277
481	0.0772859205
482	0.07723710816
483	0.07721583268
484	0.0771995084
485	0.07715586169
486	0.07710448561
487	0.07707427715
488	0.07702505177
489	0.07699508272
490	0.07697811784
491	0.07694383161
492	0.07689485879
493	0.07687681922
494	0.07681649307
495	0.07676587072
496	0.07676450006
497	0.07669036208
498	0.07664510135
499	0.07657667357
500	0.07652276138
501	0.07648158632
502	0.07641653258
503	0.07638033374
504	0.07634201576
505	0.07621273041
506	0.07613158917
507	0.07610395366
508	0.07608347005
509	0.07600843495
510	0.07593164378
511	0.07586764369
512	0.07580851062
513	0.07574585356
514	0.07569208869
515	0.07563071415
516	0.07556840962
517	0.07550409251
518	0.07544645507
519	0.07541209254
520	0.07536763158
521	0.07531804841
522	0.07528904093
523	0.07526321937
524	0.07520539777
525	0.07517574442
526	0.07512277143
527	0.07512147575
528	0.07508387204
529	0.07504279301
530	0.07497173046
531	0.07493410965
532	0.07493404783
533	0.07493286791
534	0.07490939436
535	0.07489435788
536	0.07485065723
537	0.07484952335
538	0.07481723391
539	0.07477705462
540	0.07470890045
541	0.07461945501
542	0.07458160269
543	0.07452389684
544	0.07446542016
545	0.07443257957
546	0.07437779262
547	0.07435125417
548	0.07431066053
549	0.07424650126
550	0.07420920668
551	0.07416158742
552	0.07409787803
553	0.07403870681
554	0.07398463282
555	0.07393831319
556	0.073878479
557	0.07385287449
558	0.07380170099
559	0.07377308681
560	0.07372825359
561	0.07367281026
562	0.07364821598
563	0.07359509304
564	0.07359280685
565	0.07352316232
566	0.07349131091
567	0.07348756987
568	0.07345778235
569	0.0733554235
570	0.07333647629
571	0.07330785949
572	0.07330627573
573	0.07324746494
574	0.07317617219
575	0.07312488687
576	0.07306019092
577	0.0730091437
578	0.07292349322
579	0.07289124193
580	0.07285522461
581	0.07278088405
582	0.07274097706
583	0.07266672726
584	0.07261789914
585	0.07259972276
586	0.07254573559
587	0.07249851885
588	0.07245522203
589	0.07240172419
590	0.07236213289
591	0.07232330191
592	0.07229637672
593	0.07226375317
594	0.07223559807
595	0.0722034336
596	0.07213170019
597	0.07210710197
598	0.0721070454
599	0.07210607594
600	0.07207094521
601	0.07203402947
602	0.07196585688
603	0.07196285774
604	0.07190917048
605	0.07188345942
606	0.07187519468
607	0.07183392755
608	0.07181131692
609	0.07179005853
610	0.07174729709
611	0.07170993673
612	0.07168887697
613	0.07163799944
614	0.0715828205
615	0.071557729
616	0.07153325311
617	0.07150804585
618	0.07143945891
619	0.07138669113
620	0.07131657831
621	0.07131231768
622	0.07123837307
623	0.07121882998
624	0.07118955809
625	0.07117397177
626	0.07112386243
627	0.07106891764
628	0.0710342815
629	0.07102551954
630	0.07100610536
631	0.07094526751
632	0.07092876566
633	0.07091965379
634	0.07088574771
635	0.07083747075
636	0.07080257547
637	0.07079563404
638	0.07078960813
639	0.07070019031
640	0.07065184363
641	0.07064367229
642	0.07062363723
643	0.07060323781
644	0.07057261237
645	0.07053943502
646	0.07049907027
647	0.07048283676
648	0.07041454184
649	0.07033856885
650	0.07031169102
651	0.07023486565
652	0.07021837432
653	0.07016848202
654	0.07009987667
655	0.07007421428
656	0.07004706679
657	0.06999362814
658	0.06999356895
659	0.06991355633
660	0.06987676818
661	0.06985042704
662	0.06980971369
663	0.06977669815
664	0.06973412086
665	0.06969796148
666	0.06966162846
667	0.06960030391
668	0.06955593241
669	0.06952097663
670	0.06949998658
671	0.0694785664
672	0.0694412192
673	0.069389142
674	0.0693390695
675	0.0692812479
676	0.06924615794
677	0.06921411317
678	0.06916398542
679	0.06910519962
680	0.06907296016
681	0.06903065912
682	0.06899117568
683	0.06895081619
684	0.06893383947
685	0.06888291326
686	0.06885751395
687	0.06881380278
688	0.06878000851
689	0.06876060617
690	0.06871607945
691	0.06869143256
692	0.06864389617
693	0.06857729024
694	0.06852657976
695	0.06849177393
696	0.06846262833
697	0.06841869354
698	0.06836450116
699	0.06835231123
700	0.06833138828
701	0.06829904491
702	0.06825413803
703	0.06824065899
704	0.0682041747
705	0.06817384259
706	0.06811116186
707	0.06806454757
708	0.06805978841
709	0.06804190669
710	0.068002956
711	0.06797052318
712	0.06794932661
713	0.06789523815
714	0.06783464498
715	0.06778673632
716	0.06774627159
717	0.06772187858
718	0.06766509747
719	0.06764384566
720	0.06761916457
721	0.06760345591
722	0.06759630664
723	0.06756459993
724	0.06754713256
725	0.06749980795
726	0.06747355099
727	0.06743507517
728	0.06741252636
729	0.0673738256
730	0.06733165346
731	0.0673247265
732	0.06728779628
733	0.06724332086
734	0.0671860833
735	0.06715394382
736	0.06711756344
737	0.06711538118
738	0.06707176077
739	0.06705949454
740	0.06701719481
741	0.06701440614
742	0.06699509325
743	0.06692765335
744	0.06688621389
745	0.06687201401
746	0.06683321591
747	0.06681963296
748	0.0667886221
749	0.06676416331
750	0.06672934302
751	0.06665743992
752	0.0666217212
753	0.06659803851
754	0.06652570922
755	0.06647524998
756	0.06644257776
757	0.06640689324
758	0.06634989377
759	0.06633927839
760	0.06632242795
761	0.06628702361
762	0.06623573829
763	0.06617338115
764	0.06612854793
765	0.06608542475
766	0.06606574355
767	0.06603071673
768	0.06598299882
769	0.06596570245
770	0.06594918613
771	0.06593644109
772	0.06592064825
773	0.06588676979
774	0.06586286479
775	0.06583259583
776	0.06580234396
777	0.06578518177
778	0.06577249593
779	0.06574857383
780	0.06571986494
781	0.06568048411
782	0.06562802282
783	0.06560525565
784	0.06556506848
785	0.06554016113
786	0.06552796199
787	0.06548731968
788	0.06545954606
789	0.06541415379
790	0.06538562775
791	0.06536387345
792	0.06534565761
793	0.06531674747
794	0.06526147777
795	0.06522464621
796	0.06517312675
797	0.06514378778
798	0.06510854524
799	0.06507924179
800	0.06505800576
801	0.06503772078
802	0.06501849339
803	0.06498052137
804	0.06494023027
805	0.06489478933
806	0.06487398082
807	0.06484587965
808	0.06481041612
809	0.06477152726
810	0.06474825366
811	0.06473431686
812	0.06469005453
813	0.06463781159
814	0.06462748297
815	0.06460105107
816	0.06456024433
817	0.06455217164
818	0.06452515701
819	0.06448599322
820	0.06443958019
821	0.06439756459
822	0.06434960201
823	0.06431632864
824	0.06430878475
825	0.06428509942
826	0.06427314101
827	0.06421922092
828	0.06420851214
829	0.06415248871
830	0.06414307956
831	0.06410976541
832	0.06406925596
833	0.06404632042
834	0.06403168119
835	0.06401209996
836	0.06396677741
837	0.06395500052
838	0.06392282026
839	0.06389235924
840	0.06385848473
841	0.06381963927
842	0.06379269304
843	0.06376673731
844	0.06373916494
845	0.06370387768
846	0.06362594078
847	0.06360673444
848	0.06357417666
849	0.06357070791
850	0.06353736088
851	0.06349521769
852	0.06344949788
853	0.06343741581
854	0.06336651901
855	0.06333659468
856	0.06330023009
857	0.06328673133
858	0.06325731738
859	0.06322732333
860	0.06319499969
861	0.06311016083
862	0.06308517719
863	0.06304483479
864	0.06301198104
865	0.06297183464
866	0.06294759027
867	0.06291754624
868	0.06291073109
869	0.06287775895
870	0.06285504834
871	0.06278977624
872	0.06276903218
873	0.06272506714
874	0.06270348648
875	0.06265556993
876	0.06261575633
877	0.06259436903
878	0.06255279278
879	0.06253243282
880	0.06248120012
881	0.06245430782
882	0.06241676594
883	0.06240557572
884	0.06238211007
885	0.06234444585
886	0.06230291169
887	0.06226064353
888	0.06224012835
889	0.06222639413
890	0.062173333
891	0.06213147788
892	0.06209599988
893	0.06208086211
894	0.06206428922
895	0.06204632726
896	0.06199487489
897	0.06197183938
898	0.06194259512
899	0.06190327217
900	0.06185887041
901	0.06184216598
902	0.06179684606
903	0.06176263612
904	0.06174503984
905	0.06171988652
906	0.06166032462
907	0.06163675374
908	0.06157492802
909	0.06155195302
910	0.06154405133
911	0.06153442251
912	0.06148599953
913	0.06145623437
914	0.06143917215
915	0.06141433979
916	0.06137331206
917	0.06134863492
918	0.0613266057
919	0.06129853216
920	0.06125282156
921	0.0612035041
922	0.06116693562
923	0.06112692866
924	0.06109542452
925	0.06107402538
926	0.06103910907
927	0.06101842946
928	0.06098205172
929	0.06096881209
930	0.06095092247
931	0.06087358409
932	0.06084369396
933	0.06082203043
934	0.06079097616
935	0.06076556633
936	0.06075098761
937	0.06073620369
938	0.0607319286
939	0.06069762131
940	0.06067080662
941	0.06063324501
942	0.06061018845
943	0.06058017468
944	0.06054670531
945	0.06047237922
946	0.06047237396
947	0.06045183379
948	0.06041534687
949	0.06039468699
950	0.06038459252
951	0.06037601076
952	0.06035525092
953	0.06033308621
954	0.06031748278
955	0.0602934936
956	0.06027533564
957	0.0602284096
958	0.06018557055
959	0.06015166447
960	0.0601162996
961	0.06009366923
962	0.06008046249
963	0.06006744779
964	0.06005568274
965	0.06002359851
966	0.06000061824
967	0.05996127556
968	0.05993124469
969	0.05991227249
970	0.05989360152
971	0.05985433907
972	0.05981161315
973	0.05979620703
974	0.05975344296
975	0.05975345085
976	0.05974219092
977	0.05971050657
978	0.0596809966
979	0.05967482863
980	0.05964985288
981	0.05964275492
982	0.05957725262
983	0.05955284119
984	0.05951898641
985	0.05949146139
986	0.05948724812
987	0.05945438517
988	0.05943288869
989	0.05939475487
990	0.05937212319
991	0.05936886755
992	0.05934371159
993	0.05932401986
994	0.05929673688
995	0.05926444876
996	0.05924916761
997	0.05923810104
998	0.05917551238
999	0.0591558759
